Channel 72 has 34 muscular artifacts and 16ocular artifacts from 530 windows with artifacts.
0 = brain signal, 1 = muscle artifact, 2 = ocular artifact 
166600, 0
166728, 0
166856, 0
166984, 0
167112, 0
167240, 0
167368, 0
167496, 0
167624, 0
167752, 0
167880, 0
168008, 0
168136, 0
168264, 0
168392, 0
168520, 0
168648, 0
168776, 0
168904, 0
169032, 0
169160, 0
169288, 0
169416, 0
169544, 0
169672, 0
169800, 0
169928, 0
170056, 0
170184, 0
170312, 0
170440, 0
170696, 1
170824, 1
170952, 1
171080, 1
171336, 0
171464, 0
171592, 0
171720, 0
171848, 0
171976, 0
172104, 0
172232, 0
172360, 0
172488, 0
172744, 1
172872, 2
173000, 2
173128, 2
173256, 2
173512, 0
173640, 0
173768, 0
173896, 0
174024, 0
174152, 0
174280, 0
174408, 0
174536, 0
174664, 0
174792, 0
174920, 0
175048, 0
175176, 0
175304, 0
175432, 0
175560, 0
175688, 0
175816, 0
175944, 0
176072, 0
176200, 0
176328, 0
176456, 0
176584, 0
176712, 0
176840, 0
176968, 0
177096, 0
177224, 0
177352, 0
177480, 0
177608, 0
177736, 0
177864, 0
177992, 0
178120, 0
178248, 0
178376, 0
178504, 0
178632, 0
178760, 0
178888, 0
179016, 0
179144, 0
179272, 0
179400, 0
179656, 0
179784, 2
179912, 2
180168, 1
180296, 1
180424, 1
180552, 1
180680, 2
180936, 2
181192, 0
181320, 0
181448, 0
181576, 0
181704, 0
181832, 0
181960, 0
182088, 0
182216, 0
182344, 0
182472, 0
182600, 0
182728, 0
182856, 0
182984, 0
183112, 0
183240, 0
183368, 0
183496, 0
183624, 0
183752, 0
183880, 0
184008, 0
184136, 0
184264, 0
184392, 0
184520, 0
184648, 0
184776, 0
184904, 0
185032, 0
185160, 0
185288, 0
185416, 0
185544, 0
185672, 0
185800, 0
185928, 0
186056, 0
186184, 0
186312, 0
186440, 0
186568, 0
186696, 0
186824, 0
186952, 0
187080, 0
187208, 0
187336, 0
187464, 0
187592, 0
187720, 0
187848, 0
187976, 0
188104, 0
188232, 0
188360, 0
188488, 0
188616, 0
188744, 0
188872, 0
189000, 0
189128, 0
189256, 0
189512, 1
189640, 1
189768, 1
189896, 1
190024, 1
190280, 1
190408, 2
190536, 2
190664, 2
190792, 0
190920, 0
191048, 0
191176, 0
191304, 0
191432, 0
191560, 0
191688, 0
191816, 0
191944, 0
192072, 0
192200, 0
192328, 0
192456, 0
192584, 0
192712, 0
192840, 0
192968, 0
193096, 0
193224, 0
193352, 0
193480, 0
193608, 0
193736, 0
193864, 0
193992, 0
194120, 0
194248, 0
194376, 0
194504, 0
194632, 0
194760, 0
194888, 0
195016, 0
195144, 0
195272, 0
195400, 0
195528, 0
195656, 0
195784, 0
195912, 0
196040, 0
196168, 0
196296, 0
197832, 0
197960, 0
198088, 0
198216, 0
198344, 0
198472, 0
198600, 0
198728, 0
198856, 0
198984, 0
199112, 0
199240, 0
199368, 0
199496, 0
199624, 0
199752, 0
199880, 0
200008, 0
200136, 0
200264, 0
200392, 0
200520, 0
200648, 0
200776, 0
200904, 0
201032, 0
201160, 0
201288, 0
201416, 0
201544, 0
201672, 0
201800, 0
201928, 0
202056, 0
