Channel 72 has 34 muscular artifacts and 16ocular artifacts from 530 windows with artifacts.
0 = brain signal, 1 = muscle artifact, 2 = ocular artifact 
202184, 0
202312, 0
202440, 0
202568, 0
202696, 0
202824, 0
202952, 0
203080, 0
203208, 0
203336, 0
203464, 0
203592, 0
203720, 0
203848, 0
203976, 0
204104, 0
204232, 0
204360, 0
204488, 0
204616, 0
204744, 0
204872, 0
205000, 0
205128, 0
205256, 0
205384, 0
205512, 0
205640, 0
205768, 0
205896, 0
206024, 0
206152, 0
206280, 0
206408, 0
206536, 0
206664, 0
206792, 0
206920, 0
207048, 0
207176, 0
207304, 0
207432, 0
207560, 0
207688, 0
207816, 0
207944, 0
208072, 0
208200, 0
208328, 0
208456, 0
208584, 0
208712, 0
208840, 0
208968, 0
209096, 0
209224, 0
209352, 0
209480, 0
209608, 0
209736, 0
209864, 0
209992, 0
210120, 0
210248, 0
210376, 0
210504, 0
210632, 1
210760, 1
210888, 2
211016, 1
211144, 1
211400, 1
211528, 2
211656, 2
211784, 0
211912, 0
212040, 0
212168, 0
212296, 0
212424, 0
212552, 0
212680, 0
212808, 0
212936, 0
213064, 0
213192, 0
213320, 0
213448, 0
213576, 0
213704, 0
213832, 0
213960, 0
214088, 0
214200, 0
214328, 0
214456, 0
214584, 0
214712, 0
214840, 0
214968, 0
215096, 0
215224, 0
215352, 0
215480, 0
215608, 0
215736, 0
215864, 0
215992, 0
216120, 0
216248, 0
216376, 0
216504, 0
216632, 0
216760, 0
216888, 0
217016, 0
217144, 0
217272, 0
217400, 0
217528, 0
217656, 0
217784, 0
217912, 0
218168, 1
218296, 1
218424, 2
218680, 0
218808, 0
218936, 0
219064, 0
219192, 0
219320, 0
219448, 0
219576, 0
219704, 0
219832, 0
219960, 0
220088, 0
220216, 0
220344, 0
220472, 0
220600, 0
220728, 0
220856, 0
220984, 0
221112, 0
221240, 0
221368, 0
221496, 0
221624, 0
221752, 0
221880, 0
222008, 0
222136, 0
222264, 0
222392, 0
222520, 0
222648, 0
222776, 0
222904, 0
223032, 0
223160, 0
223288, 0
223416, 0
223544, 0
223672, 0
223800, 0
223928, 0
224056, 0
224184, 0
224312, 0
224440, 0
224568, 0
224696, 0
224824, 0
224952, 0
225080, 0
225208, 0
225336, 0
225464, 0
225592, 0
225720, 0
225848, 0
226104, 1
226232, 1
226360, 1
226488, 1
226616, 1
226744, 1
227000, 1
227128, 2
227384, 0
227512, 0
227640, 0
227768, 0
227896, 0
228024, 0
228152, 0
228280, 0
228408, 0
228536, 0
228664, 0
228792, 0
228920, 0
229048, 0
229176, 0
229304, 0
229432, 0
229560, 0
229688, 0
229816, 0
229944, 0
230072, 0
230200, 0
230328, 0
230456, 0
230584, 0
230712, 0
230840, 0
230968, 0
231096, 0
231224, 0
231352, 0
231480, 0
231608, 0
231736, 0
231864, 0
231992, 0
232120, 0
232248, 0
232376, 0
232504, 0
232632, 0
232760, 0
232888, 0
233016, 0
233144, 0
233272, 0
233400, 0
233528, 0
233656, 0
233784, 0
233912, 0
234040, 0
234168, 0
234296, 0
234424, 0
234552, 0
234680, 0
234808, 0
234936, 0
235064, 0
235192, 0
235320, 0
235448, 0
235576, 0
235704, 0
235832, 0
235960, 0
236088, 0
236216, 0
236344, 0
236472, 0
236600, 0
236728, 0
236856, 0
237112, 1
237240, 1
237368, 1
237496, 1
237624, 1
237752, 0
237880, 0
